AAPL (Apple Inc.),202.63,-9.82
Aug 25 2019 @ 10:55 ET,Bid,201.6,Ask,201.84,Size,2x1,Vol,46882843
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
01/17/2020,AAPL200117C00160000,45.82,-9.23,44.15,48.4,68,0.3389,0.8933,0.0042,22220,160.000,AAPL200117P00160000,3.15,1.49,2.9,3.15,486,0.3626,-0.1195,0.0043,26679
01/17/2020,AAPL200117C00165000,41.8,-8.675,39.85,44.1,27,0.3325,0.8682,0.005,5757,165.000,AAPL200117P00165000,3.8,1.74,3.35,3.85,84,0.3499,-0.1417,0.005,22355
01/17/2020,AAPL200117C00170000,37.45,-8.525,36.2,39.9,86,0.3336,0.8348,0.0058,25283,170.000,AAPL200117P00170000,4.27,1.72,4.3,4.65,113,0.3437,-0.1708,0.0058,19301
01/17/2020,AAPL200117C00175000,34,-7.625,32.25,34.5,86,0.3074,0.8132,0.0068,26864,175.000,AAPL200117P00175000,5.55,2.375,5.35,6.15,231,0.3442,-0.207,0.0065,16565
01/17/2020,AAPL200117C00180000,29.5,-7.925,29.8,31.8,102,0.3344,0.7585,0.0073,31374,180.000,AAPL200117P00180000,6.6,2.7,6.5,6.9,5388,0.3311,-0.24,0.0073,22605
01/17/2020,AAPL200117C00185000,26.75,-6.6,26,28.5,62,0.3286,0.7184,0.008,15216,185.000,AAPL200117P00185000,7.85,3.05,7.8,8.15,100,0.3223,-0.2791,0.0081,13442
01/17/2020,AAPL200117C00190000,22.8,-6.675,22.8,23.65,426,0.308,0.6796,0.0091,17913,190.000,AAPL200117P00190000,9.3,3.4,9.3,9.85,166,0.3163,-0.323,0.0089,20925
01/17/2020,AAPL200117C00195000,20,-5.8,19,21.15,43,0.3024,0.6315,0.0097,19806,195.000,AAPL200117P00195000,11.6,4.4,11.1,11.55,485,0.3089,-0.3697,0.0095,17770
01/17/2020,AAPL200117C00200000,16.95,-5.425,16.25,17.15,2280,0.2877,0.5809,0.0106,98563,200.000,AAPL200117P00200000,13.65,4.95,13.15,13.75,1389,0.3044,-0.4194,0.01,53354
01/17/2020,AAPL200117C00205000,14.25,-4.9,14.1,16.1,3320,0.3032,0.5297,0.0102,18183,205.000,AAPL200117P00205000,15.6,5.125,14.9,16.05,671,0.293,-0.4718,0.0106,10108
01/17/2020,AAPL200117C00210000,12,-4.225,12,12.1,7882,0.2851,0.4736,0.0109,35769,210.000,AAPL200117P00210000,18.5,6,17.7,18.7,639,0.2904,-0.5246,0.0107,18051
01/17/2020,AAPL200117C00215000,9.55,-4,9.55,11.55,555,0.2925,0.4259,0.0105,31494,215.000,AAPL200117P00215000,21.45,6.625,20.8,22.8,111,0.3,-0.5705,0.0102,9379
01/17/2020,AAPL200117C00220000,8.05,-3.1,7.7,8.3,1403,0.2739,0.3652,0.0107,27049,220.000,AAPL200117P00220000,23.7,6.275,24,24.95,232,0.2863,-0.6263,0.0103,4606
01/17/2020,AAPL200117C00225000,6.25,-2.8,5.9,6.6,1042,0.266,0.3109,0.0104,37590,225.000,AAPL200117P00225000,27.4,7.075,26.7,29.8,3,0.2904,-0.669,0.0097,4758
01/17/2020,AAPL200117C00230000,4.7,-2.525,4.9,5.85,2818,0.2728,0.2728,0.0095,24881,230.000,AAPL200117P00230000,31.4,7.9,30.75,33.45,106,0.2919,-0.7099,0.0092,3797
01/17/2020,AAPL200117C00235000,3.9,-1.775,3.7,4.1,366,0.2603,0.2201,0.0089,12964,235.000,AAPL200117P00235000,35,8.025,34.05,37.35,3086,0.2825,-0.7574,0.0086,1837
01/17/2020,AAPL200117C00240000,2.95,-1.425,2.86,3.75,393,0.2659,0.1902,0.008,14730,240.000,AAPL200117P00240000,31,0,38.95,40.1,0,0.2722,-0.8032,0.0079,1755
01/17/2020,AAPL200117C00245000,2.33,-1.045,2.05,2.51,302,0.254,0.1459,0.007,13537,245.000,AAPL200117P00245000,43.15,8.425,42.35,46.15,42,0.2847,-0.8219,0.0071,287
01/17/2020,AAPL200117C00250000,1.81,-0.75,1.66,1.98,1075,0.2556,0.1207,0.0061,14059,250.000,AAPL200117P00250000,48.28,9.33,46.75,50.65,359,0.2853,-0.8489,0.0064,482
01/17/2020,AAPL200117C00255000,1.34,-0.585,1.29,1.52,748,0.2552,0.0974,0.0053,5723,255.000,AAPL200117P00255000,52.15,8.8,50.85,55.25,3,0.2765,-0.8817,0.0056,8
01/17/2020,AAPL200117C00260000,1.03,-0.41,1,1.26,84,0.2577,0.0805,0.0045,6033,260.000,AAPL200117P00260000,56.1,8.225,55.6,59.95,13,0.2804,-0.8988,0.0049,28
01/17/2020,AAPL200117C00265000,0.8,-0.265,0.8,0.98,3120,0.2589,0.0654,0.0038,20945,265.000,AAPL200117P00265000,54,0,60.4,64.75,0,0.2863,-0.9114,0.0044,7
01/17/2020,AAPL200117C00270000,0.64,-0.145,0.6,0.79,5106,0.2597,0.0527,0.0032,18081,270.000,AAPL200117P00270000,58.81,0,65.3,69.45,0,0.2908,-0.9233,0.0039,0
01/17/2020,AAPL200117C00275000,0.54,-0.065,0.4,0.67,5016,0.2599,0.0419,0.0027,9875,275.000,AAPL200117P00275000,0,0,70.25,74.55,0,0.3123,-0.9206,0.0037,0
01/17/2020,AAPL200117C00280000,0.43,-0.025,0.39,0.57,14,0.267,0.0371,0.0024,9982,280.000,AAPL200117P00280000,0,0,75.2,79.5,0,0.05,-1,0,0
01/17/2020,AAPL200117C00285000,0.29,-0.07,0.28,0.49,1,0.269,0.0304,0.002,178,285.000,AAPL200117P00285000,0,0,80.2,84.5,0,0.05,-1,0,0
01/17/2020,AAPL200117C00290000,0.3,0,0.25,0.35,0,0.2698,0.0244,0.0017,6535,290.000,AAPL200117P00290000,0,0,85.2,89.5,0,0.05,-1,0,0
01/17/2020,AAPL200117C00300000,0.23,0.03,0.15,0.24,19,0.2737,0.0163,0.0012,12901,300.000,AAPL200117P00300000,99.99,0,95.2,99.5,0,0.05,-1,0,3
01/17/2020,AAPL200117C00310000,0.12,0,0,0.2,0,0.27,0.0091,0.0007,1979,310.000,AAPL200117P00310000,0,0,105.2,109.5,0,0.05,-1,0,0
01/17/2020,AAPL200117C00320000,0.09,-0.01,0.06,0.16,1,0.2905,0.0093,0.0007,1671,320.000,AAPL200117P00320000,0,0,115.2,119.5,0,0.05,-1,0,0
01/17/2020,AAPL200117C00330000,0.05,-0.01,0,0.2,1,0.3041,0.0082,0.0006,1666,330.000,AAPL200117P00330000,0,0,125.2,129.5,0,0.05,-1,0,0
01/17/2020,AAPL200117C00340000,0.04,0,0.01,0.15,206,0.3126,0.0066,0.0005,5325,340.000,AAPL200117P00340000,0,0,135.2,139.5,0,0.05,-1,0,0
03/20/2020,AAPL200320C00110000,97.68,0,91.4,95.65,0,0.02,1,0.0006,2,110.000,AAPL200320P00110000,0.6,0.23,0.5,0.85,37,0.4499,-0.0231,0.0008,6
03/20/2020,AAPL200320C00115000,0,0,86.55,90.85,0,0.3146,0.9933,0.0003,0,115.000,AAPL200320P00115000,0,0,0.42,1.4,0,0.4457,-0.0303,0.001,0
03/20/2020,AAPL200320C00120000,0,0,81.7,86,0,0.3222,0.9885,0.0006,0,120.000,AAPL200320P00120000,0.51,0,0.05,1.63,0,0.4107,-0.0306,0.0011,7
03/20/2020,AAPL200320C00125000,0,0,76.95,81.2,0,0.3305,0.9808,0.0009,0,125.000,AAPL200320P00125000,0.69,0,1.02,1.91,0,0.431,-0.0471,0.0015,14
03/20/2020,AAPL200320C00130000,0,0,72.2,76.5,0,0.3337,0.9716,0.0012,0,130.000,AAPL200320P00130000,1.3,0.48,0,1.6,11,0.3539,-0.0339,0.0014,20
03/20/2020,AAPL200320C00135000,0,0,67.5,71.8,0,0.3315,0.9616,0.0016,0,135.000,AAPL200320P00135000,1.53,0.53,0.78,2.52,4,0.3853,-0.058,0.002,87
03/20/2020,AAPL200320C00140000,72.15,-2.275,62.9,67.2,11,0.3308,0.9484,0.002,1,140.000,AAPL200320P00140000,1.94,0.71,1.05,3.05,17,0.3779,-0.0709,0.0023,62
03/20/2020,AAPL200320C00145000,58.78,0,58.35,62.65,0,0.3274,0.9338,0.0025,3,145.000,AAPL200320P00145000,2.5,1.01,1.39,3.3,13,0.3631,-0.0822,0.0027,789
03/20/2020,AAPL200320C00150000,63.25,0,53.9,58.2,0,0.3242,0.9163,0.0031,6,150.000,AAPL200320P00150000,2.88,1.065,2.72,3.2,222,0.359,-0.1006,0.0032,125
03/20/2020,AAPL200320C00155000,51.35,0,49.55,53.85,0,0.3205,0.8961,0.0036,39,155.000,AAPL200320P00155000,3.55,1.335,3.45,3.75,1,0.352,-0.12,0.0037,174
03/20/2020,AAPL200320C00160000,48.6,-7.4,45.3,49.6,10,0.3161,0.8732,0.0043,7,160.000,AAPL200320P00160000,4.4,1.72,3.95,4.4,228,0.3403,-0.1394,0.0043,351
03/20/2020,AAPL200320C00165000,43.1,-8.5,41.2,45.5,19,0.3121,0.847,0.0049,114,165.000,AAPL200320P00165000,5.03,1.78,4.55,5.5,20,0.3337,-0.1641,0.0048,365
03/20/2020,AAPL200320C00170000,38.86,-8.465,37.95,41.3,6,0.3138,0.8144,0.0055,65,170.000,AAPL200320P00170000,6.13,2.18,4.1,6.65,115,0.3119,-0.1834,0.0055,271
03/20/2020,AAPL200320C00175000,35.57,-7.63,34.85,37.4,27,0.3157,0.7792,0.0061,33,175.000,AAPL200320P00175000,7,2.25,7,8.25,21,0.3315,-0.2272,0.0059,272
03/20/2020,AAPL200320C00180000,31.9,-7.25,29.85,32.45,31,0.2828,0.7585,0.0072,86,180.000,AAPL200320P00180000,8.4,2.675,8.2,9.05,12,0.3186,-0.2573,0.0066,491
03/20/2020,AAPL200320C00185000,29.07,-6.255,27.1,30.4,46,0.2999,0.7101,0.0074,200,185.000,AAPL200320P00185000,9.95,3.125,9.8,10.7,64,0.3153,-0.2942,0.0071,381
03/20/2020,AAPL200320C00190000,24.65,-7,24.9,26.7,15,0.3008,0.6685,0.0079,245,190.000,AAPL200320P00190000,11.8,3.675,11.45,12.25,27,0.308,-0.3322,0.0077,481
03/20/2020,AAPL200320C00195000,21.6,-6.575,20.65,24.35,33,0.2917,0.6274,0.0084,251,195.000,AAPL200320P00195000,13.65,4.025,12.4,16,23,0.3105,-0.3738,0.0079,555
03/20/2020,AAPL200320C00200000,19.15,-5.725,19.1,21.6,73,0.2987,0.5835,0.0085,939,200.000,AAPL200320P00200000,16.15,4.85,13.95,17.75,111,0.2975,-0.4155,0.0085,652
03/20/2020,AAPL200320C00205000,17,-4.8,16.55,19,74,0.2949,0.5399,0.0088,321,205.000,AAPL200320P00205000,18.65,5.45,17.5,19,121,0.2937,-0.4592,0.0088,77
03/20/2020,AAPL200320C00210000,14.6,-4.4,14.2,16.7,131,0.2917,0.4959,0.0089,469,210.000,AAPL200320P00210000,20.7,5.375,20.05,22.5,52,0.2967,-0.5015,0.0088,201
03/20/2020,AAPL200320C00215000,12.4,-4,10.85,14.55,122,0.278,0.4471,0.0093,434,215.000,AAPL200320P00215000,23.5,5.8,22,25.4,23,0.2862,-0.5479,0.009,338
03/20/2020,AAPL200320C00220000,10.4,-3.6,8.75,11.15,105,0.2604,0.3927,0.0096,612,220.000,AAPL200320P00220000,21.15,0,24.95,27.6,0,0.2745,-0.5969,0.0092,129
03/20/2020,AAPL200320C00225000,8.51,-3.39,6.75,9.1,72,0.2509,0.3415,0.0095,473,225.000,AAPL200320P00225000,23.25,0,28.15,30.75,0,0.2689,-0.6424,0.009,119
03/20/2020,AAPL200320C00230000,7.05,-2.95,6.95,7.9,73,0.2651,0.3137,0.0087,865,230.000,AAPL200320P00230000,32.92,6.695,32.1,35.3,7,0.2793,-0.6727,0.0084,31
03/20/2020,AAPL200320C00235000,6.13,-2.195,5.65,7.45,4,0.2702,0.2818,0.0081,222,235.000,AAPL200320P00235000,35.78,6.23,35.9,38.15,2,0.2692,-0.7181,0.0082,50
03/20/2020,AAPL200320C00240000,5,-1.875,4.7,7.15,27,0.2779,0.256,0.0075,895,240.000,AAPL200320P00240000,33.4,0,39.25,43.1,5,0.2719,-0.7491,0.0076,35
03/20/2020,AAPL200320C00245000,3.92,-1.705,3.3,4.35,13,0.2506,0.1956,0.0072,250,245.000,AAPL200320P00245000,45.2,0,43.35,47.2,0,0.2704,-0.7814,0.0071,10
03/20/2020,AAPL200320C00250000,3.27,-1.305,3,4.7,13,0.2681,0.1871,0.0065,177,250.000,AAPL200320P00250000,42.65,0,47.6,52,0,0.2764,-0.8028,0.0065,20
03/20/2020,AAPL200320C00255000,3.7,0,1.31,2.93,0,0.2366,0.1265,0.0057,49,255.000,AAPL200320P00255000,0,0,52.3,56.2,0,0.2784,-0.8258,0.006,0
03/20/2020,AAPL200320C00260000,2.2,-0.8,0,2.42,2,0.2175,0.0845,0.0046,199,260.000,AAPL200320P00260000,45.4,0,56.45,60.75,0,0.2744,-0.8526,0.0054,20
03/20/2020,AAPL200320C00265000,2.39,0,0.45,1.97,0,0.2301,0.0807,0.0042,46,265.000,AAPL200320P00265000,55.65,0,61.05,65.3,0,0.2747,-0.8723,0.0049,3
03/20/2020,AAPL200320C00270000,1.89,0,0,1.66,0,0.2237,0.0599,0.0035,107,270.000,AAPL200320P00270000,60.2,0,65.75,70.1,0,0.2797,-0.8851,0.0045,7
03/20/2020,AAPL200320C00275000,1.15,-0.385,1.05,1.35,5,0.2539,0.0742,0.0036,60,275.000,AAPL200320P00275000,0,0,70.5,74.85,0,0.2834,-0.8975,0.0041,0
03/20/2020,AAPL200320C00280000,1.36,0,0.85,1.09,1,0.2538,0.0618,0.0031,28,280.000,AAPL200320P00280000,0,0,75.35,79.7,0,0.2916,-0.9044,0.0038,0
03/20/2020,AAPL200320C00285000,0.96,0,0.69,0.97,0,0.2567,0.0536,0.0028,221,285.000,AAPL200320P00285000,0,0,80.3,84.6,0,0.3036,-0.907,0.0035,0
03/20/2020,AAPL200320C00290000,0.61,-0.2,0,0.8,4,0.2349,0.0303,0.0019,12,290.000,AAPL200320P00290000,0,0,85.25,89.55,0,0.3173,-0.9079,0.0034,0
03/20/2020,AAPL200320C00295000,0.54,-0.115,0.46,0.7,1,0.2597,0.0387,0.0021,21,295.000,AAPL200320P00295000,0,0,90.2,94.5,0,0.05,-0.9989,0,0
03/20/2020,AAPL200320C00300000,0.53,0,0.4,0.62,0,0.2636,0.0343,0.0019,89,300.000,AAPL200320P00300000,0,0,95.2,99.5,0,0.05,-0.9989,0,0
04/17/2020,AAPL200417C00105000,0,0,96.3,100.6,0,0.476,0.9654,0.0008,0,105.000,AAPL200417P00105000,0.54,0.22,0.26,2.69,20,0.5216,-0.0369,0.0009,6
04/17/2020,AAPL200417C00110000,0,0,91.45,95.7,0,0.4548,0.9618,0.0009,0,110.000,AAPL200417P00110000,0.65,0.245,0.38,2.8,5,0.4983,-0.0412,0.0011,0
04/17/2020,AAPL200417C00115000,0,0,86.6,90.9,0,0.4376,0.9568,0.0011,0,115.000,AAPL200417P00115000,0,0,0.58,2.95,0,0.4787,-0.0468,0.0013,0
04/17/2020,AAPL200417C00120000,0,0,81.8,86.1,0,0.4209,0.9511,0.0013,0,120.000,AAPL200417P00120000,0.61,0,0.75,3.15,0,0.4594,-0.053,0.0014,100
04/17/2020,AAPL200417C00125000,0,0,77.05,81.35,0,0.4063,0.944,0.0015,0,125.000,AAPL200417P00125000,0,0,0,3.35,0,0.4145,-0.0515,0.0016,0
04/17/2020,AAPL200417C00130000,0,0,72.35,76.65,0,0.393,0.9355,0.0018,0,130.000,AAPL200417P00130000,1.12,0.175,0,3.65,2,0.395,-0.058,0.0018,0
04/17/2020,AAPL200417C00135000,0,0,67.75,72,0,0.3817,0.925,0.0021,0,135.000,AAPL200417P00135000,1.2,0,1.56,3.95,0,0.41,-0.079,0.0022,4
04/17/2020,AAPL200417C00140000,0,0,63.1,67.4,0,0.3685,0.9139,0.0024,0,140.000,AAPL200417P00140000,1.4,0,0.05,4.35,0,0.3585,-0.0744,0.0024,16
04/17/2020,AAPL200417C00145000,0,0,58.6,62.9,0,0.3584,0.8999,0.0028,0,145.000,AAPL200417P00145000,2.52,0.82,2.38,4.85,11,0.3843,-0.1049,0.0029,100
04/17/2020,AAPL200417C00150000,57.6,-7.75,54.2,58.5,10,0.3495,0.8833,0.0033,1,150.000,AAPL200417P00150000,3.25,1.175,1.15,3.5,5,0.3109,-0.0889,0.0032,22
04/17/2020,AAPL200417C00155000,0,0,50.05,54.25,0,0.3441,0.8627,0.0038,0,155.000,AAPL200417P00155000,4,1.495,1.81,4.25,2,0.3093,-0.1108,0.0037,10
04/17/2020,AAPL200417C00160000,48.42,-7.93,45.75,50.05,17,0.3344,0.8419,0.0043,11,160.000,AAPL200417P00160000,4.75,1.725,4.35,6.85,5,0.3533,-0.1604,0.0042,5
04/17/2020,AAPL200417C00165000,0,0,41.7,46,0,0.3272,0.8174,0.0048,0,165.000,AAPL200417P00165000,5.25,1.6,3.5,7.75,4,0.3241,-0.1737,0.0048,1
04/17/2020,AAPL200417C00170000,0,0,37.8,42.1,0,0.3207,0.7899,0.0054,0,170.000,AAPL200417P00170000,5.25,0.85,4.7,8.8,2,0.3196,-0.2023,0.0054,4
04/17/2020,AAPL200417C00175000,0,0,34.2,38.35,0,0.3159,0.759,0.0059,0,175.000,AAPL200417P00175000,7.75,2.5,5.8,10,1,0.3125,-0.2322,0.006,38
04/17/2020,AAPL200417C00180000,0,0,30.6,34.8,0,0.31,0.7261,0.0065,0,180.000,AAPL200417P00180000,8.8,2.525,7.1,11.45,10,0.3069,-0.2654,0.0065,4
04/17/2020,AAPL200417C00185000,0,0,27.45,31.4,0,0.3065,0.6901,0.0069,0,185.000,AAPL200417P00185000,7.3,0,8.65,13,0,0.3015,-0.3012,0.007,5
04/17/2020,AAPL200417C00190000,32.18,0,23.9,28.2,5,0.2982,0.6532,0.0075,22,190.000,AAPL200417P00190000,8.6,0,10.4,14,0,0.2901,-0.3379,0.0077,14
04/17/2020,AAPL200417C00195000,27.3,-1.7,21.2,25.2,10,0.2957,0.6132,0.0078,21,195.000,AAPL200417P00195000,12.6,2.3,12.4,16.7,10,0.2919,-0.3793,0.0079,2
04/17/2020,AAPL200417C00200000,19.8,-5.95,18.15,22.4,12,0.2887,0.572,0.0082,25,200.000,AAPL200417P00200000,16.2,4.15,14.6,18.9,13,0.2878,-0.4209,0.0083,10
04/17/2020,AAPL200417C00205000,22.8,0,15.55,19.85,3,0.2842,0.5295,0.0085,20,205.000,AAPL200417P00205000,17.95,3.95,17,21.3,5,0.2836,-0.4635,0.0085,10
04/17/2020,AAPL200417C00210000,15.35,-4.625,14.4,17.5,51,0.2894,0.4896,0.0084,78,210.000,AAPL200417P00210000,16.3,0,19.6,23.9,1,0.2794,-0.5067,0.0087,6
04/17/2020,AAPL200417C00215000,13.66,-3.765,11.1,15.4,7,0.2767,0.4435,0.0087,17,215.000,AAPL200417P00215000,18.5,0,22.45,26.75,0,0.2758,-0.5498,0.0087,317
04/17/2020,AAPL200417C00220000,11.2,-3.825,9.2,13.45,38,0.2729,0.4009,0.0086,82,220.000,AAPL200417P00220000,21.3,0,25.5,29.8,0,0.2721,-0.5924,0.0087,20
04/17/2020,AAPL200417C00225000,9.42,-3.48,9.3,11.75,16,0.2843,0.3708,0.0081,31,225.000,AAPL200417P00225000,0,0,28.75,33.1,0,0.2689,-0.6337,0.0085,1
04/17/2020,AAPL200417C00230000,7.92,-3.055,5.95,10.25,5,0.2662,0.3196,0.0082,7,230.000,AAPL200417P00230000,0,0,32.25,36.6,0,0.2663,-0.6731,0.0082,0
04/17/2020,AAPL200417C00235000,6.63,-2.62,4.65,8.95,1,0.2635,0.2821,0.0078,10,235.000,AAPL200417P00235000,0,0,35.9,40.25,0,0.2632,-0.711,0.0078,0
04/17/2020,AAPL200417C00240000,5.55,-2.175,3.55,7.85,19,0.2616,0.2477,0.0074,10,240.000,AAPL200417P00240000,33.57,0,39.9,44.1,0,0.2622,-0.7445,0.0074,1
04/17/2020,AAPL200417C00245000,5.02,-1.43,3.15,6.85,5,0.2649,0.2216,0.0069,22,245.000,AAPL200417P00245000,0,0,43.8,47.7,0,0.2543,-0.7831,0.0069,0
04/17/2020,AAPL200417C00250000,4.15,-1.225,2.3,6.05,3,0.2635,0.193,0.0063,17,250.000,AAPL200417P00250000,0,0,48,52.1,0,0.2552,-0.8092,0.0064,0
04/17/2020,AAPL200417C00255000,4.55,0,1.15,5.25,0,0.2554,0.1594,0.0058,9,255.000,AAPL200417P00255000,0,0,52.3,56.3,0,0.2522,-0.837,0.0058,0
04/17/2020,AAPL200417C00260000,2.66,-0.94,2.35,4.8,5,0.2791,0.1633,0.0054,1,260.000,AAPL200417P00260000,0,0,56.75,59.75,0,0.2357,-0.8773,0.005,0
04/17/2020,AAPL200417C00265000,2.1,-0.87,1.87,4.3,3,0.2801,0.1445,0.005,0,265.000,AAPL200417P00265000,0,0,61.3,65.5,0,0.256,-0.8738,0.0047,0
04/17/2020,AAPL200417C00270000,0,0,0.2,3.95,0,0.263,0.1091,0.0043,2,270.000,AAPL200417P00270000,0,0,65.95,70,0,0.256,-0.8908,0.0043,0
04/17/2020,AAPL200417C00275000,1.38,-0.58,1.19,3.6,1,0.2854,0.1156,0.0042,1,275.000,AAPL200417P00275000,0,0,70.65,74.75,0,0.2604,-0.9015,0.0039,0
04/17/2020,AAPL200417C00280000,0,0,0,3.35,0,0.2721,0.0887,0.0036,0,280.000,AAPL200417P00280000,0,0,75.45,79.75,0,0.2717,-0.9045,0.0036,0
04/17/2020,AAPL200417C00285000,0,0,0.1,3.15,0,0.2811,0.0844,0.0034,0,285.000,AAPL200417P00285000,0,0,80.3,84.6,0,0.2809,-0.9087,0.0034,0
04/17/2020,AAPL200417C00290000,1.07,0,0.05,2.95,0,0.2866,0.0776,0.0031,3,290.000,AAPL200417P00290000,0,0,85.25,89.55,0,0.2943,-0.9087,0.0032,0
04/17/2020,AAPL200417C00295000,0.85,0,0,2.84,1,0.2933,0.0728,0.0029,1,295.000,AAPL200417P00295000,0,0,90.25,94.5,0,0.309,-0.9074,0.0031,0
04/17/2020,AAPL200417C00300000,0.53,-0.23,0,2.73,1,0.3007,0.069,0.0027,0,300.000,AAPL200417P00300000,0,0,95.2,99.5,0,0.05,-0.9928,0,0
04/17/2020,AAPL200417C00305000,0,0,0.28,0.78,0,0.2605,0.034,0.0018,0,305.000,AAPL200417P00305000,0,0,100.2,104.5,0,0.05,-0.9928,0,0
06/19/2020,AAPL200619C00075000,128,0,125.75,130.35,0,0.6891,0.9609,0.0005,1,75.000,AAPL200619P00075000,0.19,0.055,0,1.81,10,0.6074,-0.0183,0.0004,788
06/19/2020,AAPL200619C00080000,122.6,0,120.8,125.15,0,0.6128,0.9638,0.0005,1027,80.000,AAPL200619P00080000,0.2,0,0.11,0.39,0,0.4659,-0.0077,0.0002,229
06/19/2020,AAPL200619C00085000,115.52,0,115.85,120.3,0,0.5665,0.9637,0.0006,59,85.000,AAPL200619P00085000,0.24,0,0.23,0.49,0,0.4614,-0.0108,0.0003,1667
06/19/2020,AAPL200619C00090000,112.08,0,111,115.3,0,0.5258,0.9633,0.0006,187,90.000,AAPL200619P00090000,0.46,0,0.27,0.53,0,0.4407,-0.0124,0.0004,500
06/19/2020,AAPL200619C00095000,108.5,0,106.05,110.4,0,0.4917,0.9622,0.0007,31,95.000,AAPL200619P00095000,0.48,0,0.37,1.37,5,0.472,-0.023,0.0006,429
06/19/2020,AAPL200619C00100000,113,0,101.15,103.55,0,0.02,1,0.0009,670,100.000,AAPL200619P00100000,0.65,0.245,0.5,0.7,11,0.4151,-0.0189,0.0006,1123
06/19/2020,AAPL200619C00105000,96.22,0,96,100.65,0,0.4273,0.9603,0.0008,156,105.000,AAPL200619P00105000,0.7,0.19,0.65,0.91,1,0.408,-0.0241,0.0008,378
06/19/2020,AAPL200619C00110000,93.6,-9.95,91.5,95.85,1,0.429,0.9511,0.001,121,110.000,AAPL200619P00110000,0.93,0,0.78,2.31,0,0.4396,-0.0405,0.0011,785
06/19/2020,AAPL200619C00115000,98.7,0,86.7,91.25,1,0.4189,0.9437,0.0012,277,115.000,AAPL200619P00115000,1.11,0.365,0.95,1.35,40,0.3871,-0.0356,0.0011,2985
06/19/2020,AAPL200619C00120000,86.3,0,82,86.35,0,0.4016,0.9378,0.0014,1560,120.000,AAPL200619P00120000,1.46,0.54,1.14,2.15,60,0.3918,-0.0478,0.0014,2776
06/19/2020,AAPL200619C00125000,78.18,0,77,81.65,0,0.3815,0.9322,0.0016,439,125.000,AAPL200619P00125000,1.12,0,1.43,1.93,0,0.3682,-0.0517,0.0016,1863
06/19/2020,AAPL200619C00130000,76.05,-8.275,72.7,77.05,10,0.3767,0.9202,0.0019,1156,130.000,AAPL200619P00130000,1.99,0.635,1.83,2.29,21,0.3613,-0.0625,0.0018,4060
06/19/2020,AAPL200619C00135000,72,0,68.15,72.75,0,0.373,0.9058,0.0022,1051,135.000,AAPL200619P00135000,2.5,0.865,2.29,2.74,1,0.3548,-0.075,0.0022,2428
06/19/2020,AAPL200619C00140000,74.71,0,63.65,68.3,0,0.3631,0.8926,0.0025,1585,140.000,AAPL200619P00140000,3.04,1.04,1.15,3.25,10,0.3181,-0.0745,0.0024,2936
06/19/2020,AAPL200619C00145000,69.33,0,59.25,63.65,0,0.35,0.8794,0.0029,1087,145.000,AAPL200619P00145000,3.55,1.15,1.48,5.5,4,0.3372,-0.103,0.0029,2958
06/19/2020,AAPL200619C00150000,58,-8,55,59.65,1,0.345,0.8607,0.0033,1712,150.000,AAPL200619P00150000,4.25,1.38,3.95,4.5,39,0.3324,-0.1218,0.0033,9800
06/19/2020,AAPL200619C00155000,53.2,-8.375,50.85,55.25,3,0.3359,0.8419,0.0037,1069,155.000,AAPL200619P00155000,5,1.55,4.75,5.35,2,0.3272,-0.1424,0.0037,5098
06/19/2020,AAPL200619C00160000,48.75,-8.5,47.5,51.2,84,0.3365,0.8164,0.0041,2688,160.000,AAPL200619P00160000,6,1.925,3.6,6.25,821,0.298,-0.1519,0.0043,6126
06/19/2020,AAPL200619C00165000,45,-8.1,42.9,45.9,7,0.3087,0.8029,0.0047,2256,165.000,AAPL200619P00165000,6.93,2.055,6.6,7.35,7,0.3153,-0.1892,0.0047,3072
06/19/2020,AAPL200619C00170000,41.9,-7.15,39.15,43.7,44,0.3185,0.7687,0.005,4039,170.000,AAPL200619P00170000,8.15,2.4,7.8,8.5,17,0.3099,-0.2162,0.0051,8217
06/19/2020,AAPL200619C00175000,37.38,-7.77,35.5,39.9,56,0.3108,0.7409,0.0055,2657,175.000,AAPL200619P00175000,9.25,2.45,7.7,9.9,26,0.293,-0.2403,0.0057,3532
06/19/2020,AAPL200619C00180000,34.16,-7.215,33.7,35.1,4,0.308,0.7093,0.0059,3179,180.000,AAPL200619P00180000,11.05,3.125,8.8,13,17,0.2988,-0.2763,0.0061,9319
06/19/2020,AAPL200619C00185000,31.3,-6.425,29.6,33,3,0.3056,0.6762,0.0063,3046,185.000,AAPL200619P00185000,11.85,2.6,12.25,14.1,57,0.3037,-0.3121,0.0063,4055
06/19/2020,AAPL200619C00190000,28.4,-5.825,27.45,30.1,23,0.3092,0.6412,0.0065,3273,190.000,AAPL200619P00190000,14.65,3.925,12.35,15,98,0.279,-0.3431,0.0071,7834
06/19/2020,AAPL200619C00195000,24.73,-6.27,24.5,26.55,138,0.2995,0.6068,0.0069,2276,195.000,AAPL200619P00195000,15.75,3.375,16.2,17.1,6,0.2887,-0.3817,0.0071,2222
